case_num,notes,cancer,med,organization,quantity,body part,gender,breed,condition
SL23-000555,On no chemo at this time.\r\n  STS\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered,,['chemo'],,,,,,['Neutered']
SL23-000556,"History of 2 weeks of progressive generalized lymphadenopathy. Weight loss, mild hyporexia, CBC profile and UA pending. No imagery,\r\n  lymphoma\r\n  Female\r\n  Boston Terrier\r\n  Canine\r\n  Spayed",,,,,,,,"['generalized lymphadenopathy', 'Weight loss', 'hyporexia', 'CBC profile', 'UA']"
SL23-000565,Anal sac adenocarcinoma- left side - excised April 2021 - metastasis to sublumbar lymph nodes- debulked April 2021 - Progressive on carboplatin January 2022; enlarged pelvic lymph node - Progressive on mitoxantrone March 2022 - Completed radiation therapy April 2022 (3 x 8Gy) - Local recurrence in the area of the left anal sac May 2023\r\n  Anal sac adenocarcinoma- left side - excised April 2021 - metastasis to sublumbar lymph nodes- debulked April 2021 - Progressive on carboplatin January 2022; enlarged pelvic lymph node - Progressive on mitoxantrone March 2022 - Completed radiation therapy April 2022 (3 x 8Gy) - Local recurrence in the area of the left anal sac May 2023\r\n  Female\r\n  Australian Cattle Dog\r\n  Canine\r\n  Spayed,,"['carboplatin', 'mitoxantrone', 'radiation therapy', 'carboplatin', 'mitoxantrone', 'radiation therapy']",,"['3 x 8Gy', '3 x 8Gy']",,,,"['metastasis', 'Local recurrence', 'metastasis', 'Progressive', 'enlarged', 'Local recurrence']"
SL23-000558,"caudal mammectomy 3 weeks ago, mammary carcinoma.  Since then, mass regrew quickly and now patient has metastatic pulmonary nodules.\r\n  Metastatic mammary carcinoma\r\n  Female\r\n  Labrador Retriever\r\n  Canine\r\n  Spayed",['mammary carcinoma'],,,,,,,['mass']
SL23-000559,See attached history. Biopsy page 17\r\n  Intestinal adenocarcinoma\r\n  Male\r\n  West Highland White Terrier\r\n  Canine\r\n  Neutered,,,,,,,,
SL23-000560,"Grade 2/ high grade dermal MCT, caudal aspect of proximal L thigh, complete but narrow (lateral) removal on 8/17/22 Malignant neoplasia involving R cervical mass, liver and spleen History of low grade/ grade 1 MCT removal from L lateral thigh in March 2020 On Palladia  Prednisone\r\n  POORLY DIFFERENTIATED MALIGNANT NEOPLASIA, PROBABLE ROUND CELL ORIGIN.\r\n  Male\r\n  Boston Terrier\r\n  Canine\r\n  Intact\r\n",['Malignant neoplasia'],['Palladia'],,,,,,['NEOPLASIA']
SL23-000562,"VRC on 6/29/23 where they performed a laparotomy maneuver and confirmed the presence of a jejunal mass.they then performed a resection and anastomosis using a two layer technique to help prevent postprocedural leakage of the RNA. Once completed, a local lavage was performed and the window of the mesentery was closed\r\n  adenocarcinoma\r\n  Female\r\n  French Bulldog\r\n  Canine\r\n  Intact",['Intact'],,['VRC'],,,,,['RNA']
SL23-000563,Stomach and splenic mass removed on 6/28/23- see attached for details\r\n  Splenic sarcoma; Gastric spindle cell tumor (stains pending)\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed\r\n,"['Splenic sarcoma', 'Gastric spindle cell tumor']",,,,,,,
SL23-000564,"High grade soft tissue sarcoma, narrowly excised STS Female Labrador Retriever Canine Spayed",['soft tissue sarcoma'],,,,,['Female'],['Labrador Retriever'],
SL23-000567,"Suspect R thyroid ACA based on cytology, non-resectable based on PE IRIS Stage II CKD HX elevated liver enzymes HX torn ACL and chronic HL weakness HX poor tolerance of palladia\r\n  Suspect R thyroid CA, invasive\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",,,,,,,,"['elevated liver enzymes', 'torn ACL', 'poor tolerance']"
SL23-000549,"Relapsed lymphoma previously treated with l-asparaginase, cytarabine, vincristine, cyclophosphamide, tanovea, CCNU, vinblastine, procarbazine.  Was originally diagnosed one year ago with multicentric lymphoma with ocular involvement.  Please evaluate genomics to see if other treatments are available\r\n  Lymphoma\r\n  Female\r\n  Labradoodle\r\n  Canine\r\n  Spayed","['Relapsed lymphoma', 'multicentric lymphoma']","['l-asparaginase', 'cytarabine', 'vincristine', 'cyclophosphamide', 'tanovea', 'CCNU', 'vinblastine', 'procarbazine', 'treatments']",,,,,,['ocular involvement']
SL23-000551,"Neo Presented back on 6/20/23 for a CT scan and Biopsy and culture of the TMJ, based on those diagnostics we noted that Neo has an aggressive osseous lesion involving the right mandible at the temporomandibular joint may be secondary to neoplasia (osteosarcoma, chondrosarcoma, synovial sarcoma, myxosarcoma) or less likelyosteomyelitis (bacterial versus fungal). His biopsy shows that he has aMalignant neoplasia, favor poorly differentiated sarcoma. Since we are unsure of what type of Sarcoma he\r\n  Malignant neoplasia, favor poorly differentiated sarcoma\r\n  Male\r\n  Pitbull Mix\r\n  Canine\r\n  Neutered","['osteosarcoma', 'chondrosarcoma', 'synovial sarcoma', 'myxosarcoma', 'sarcoma', 'Sarcoma', 'neoplasia']",,,,,,,"['osseous lesion', 'neoplasia']"
SL23-000552,"Epistaxis for one month, swelling under right eye.  CT showed large right sided destructive sinonasal mass.  Only very brief response to radiation.\r\n  Poorly differentiated neoplasia, suspected carcinoma\r\n  Female\r\n  Mastiff\r\n  Canine\r\n  Spayed",,['CT'],,,,,,"['Epistaxis', 'sinonasal mass', 'neoplasia']"
SL23-000553,6 surgeries for a spindle cell tumor on right flank\r\n  spindle cell malignancy\r\n  Male\r\n  Goldendoodle\r\n  Canine\r\n  Neutered\r\n,['spindle cell tumor'],,,['6'],,,,
SL23-000555,On no chemo at this time.\r\n  STS\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered,,['chemo'],,,,,,['Neutered']
SL23-000556,"History of 2 weeks of progressive generalized lymphadenopathy. Weight loss, mild hyporexia, CBC profile and UA pending. No imagery,\r\n  lymphoma\r\n  Female\r\n  Boston Terrier\r\n  Canine\r\n  Spayed",,,,,,,,"['generalized lymphadenopathy', 'Weight loss', 'hyporexia', 'CBC profile', 'UA']"
SL23-000565,Anal sac adenocarcinoma- left side - excised April 2021 - metastasis to sublumbar lymph nodes- debulked April 2021 - Progressive on carboplatin January 2022; enlarged pelvic lymph node - Progressive on mitoxantrone March 2022 - Completed radiation therapy April 2022 (3 x 8Gy) - Local recurrence in the area of the left anal sac May 2023\r\n  Anal sac adenocarcinoma- left side - excised April 2021 - metastasis to sublumbar lymph nodes- debulked April 2021 - Progressive on carboplatin January 2022; enlarged pelvic lymph node - Progressive on mitoxantrone March 2022 - Completed radiation therapy April 2022 (3 x 8Gy) - Local recurrence in the area of the left anal sac May 2023\r\n  Female\r\n  Australian Cattle Dog\r\n  Canine\r\n  Spayed,,"['carboplatin', 'mitoxantrone', 'radiation therapy', 'carboplatin', 'mitoxantrone', 'radiation therapy']",,"['3 x 8Gy', '3 x 8Gy']",,,,"['metastasis', 'Local recurrence', 'metastasis', 'Progressive', 'enlarged', 'Local recurrence']"
SL23-000558,"caudal mammectomy 3 weeks ago, mammary carcinoma.  Since then, mass regrew quickly and now patient has metastatic pulmonary nodules.\r\n  Metastatic mammary carcinoma\r\n  Female\r\n  Labrador Retriever\r\n  Canine\r\n  Spayed",['mammary carcinoma'],,,,,,,['mass']
SL23-000559,See attached history. Biopsy page 17\r\n  Intestinal adenocarcinoma\r\n  Male\r\n  West Highland White Terrier\r\n  Canine\r\n  Neutered,,,,,,,,
SL23-000560,"Grade 2/ high grade dermal MCT, caudal aspect of proximal L thigh, complete but narrow (lateral) removal on 8/17/22 Malignant neoplasia involving R cervical mass, liver and spleen History of low grade/ grade 1 MCT removal from L lateral thigh in March 2020 On Palladia  Prednisone\r\n  POORLY DIFFERENTIATED MALIGNANT NEOPLASIA, PROBABLE ROUND CELL ORIGIN.\r\n  Male\r\n  Boston Terrier\r\n  Canine\r\n  Intact\r\n",['Malignant neoplasia'],['Palladia'],,,,,,['NEOPLASIA']
SL23-000562,"VRC on 6/29/23 where they performed a laparotomy maneuver and confirmed the presence of a jejunal mass.they then performed a resection and anastomosis using a two layer technique to help prevent postprocedural leakage of the RNA. Once completed, a local lavage was performed and the window of the mesentery was closed\r\n  adenocarcinoma\r\n  Female\r\n  French Bulldog\r\n  Canine\r\n  Intact",['Intact'],,['VRC'],,,,,['RNA']
SL23-000563,Stomach and splenic mass removed on 6/28/23- see attached for details\r\n  Splenic sarcoma; Gastric spindle cell tumor (stains pending)\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed\r\n,"['Splenic sarcoma', 'Gastric spindle cell tumor']",,,,,,,
SL23-000564,"High grade soft tissue sarcoma, narrowly excised STS Female Labrador Retriever Canine Spayed",['soft tissue sarcoma'],,,,,['Female'],['Labrador Retriever'],
SL23-000567,"Suspect R thyroid ACA based on cytology, non-resectable based on PE IRIS Stage II CKD HX elevated liver enzymes HX torn ACL and chronic HL weakness HX poor tolerance of palladia\r\n  Suspect R thyroid CA, invasive\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",,,,,,,,"['elevated liver enzymes', 'torn ACL', 'poor tolerance']"
SL23-000571,"History of T cell lymphoma.  Underwent CHOP and relapsed (spleen).  Started Tanovea and reached a PR, and currently PD.  Sending aspirates for markers.\r\n  High grade lymphoma, T cell variant\r\n  Female\r\n  Soft Coated Wheaten Terrier\r\n  Canine\r\n  Spayed\r\n","['T cell lymphoma', 'High grade lymphoma']","['CHOP', 'Tanovea']",,,,,,['PR']
SL23-000573,Lameness right pelvic limb\r\n  sarcoma\r\n  Male\r\n  Boxer\r\n  Canine\r\n  Neutered\r\n,,,,,,,,['Lameness']
SL23-000574,History with diagnostics attached.\r\n  disseminated histiocytic sarcoma\r\n  Male\r\n  Golden Retriever\r\n  Canine\r\n  Neutered\r\n,,,,,,,,
SL23-000576,"No chemo therapy\r\n  histiocytic sarcoma, multiple pulmonary masses in chest on radiographs\r\n  Female\r\n  Labrador Retriever\r\n  Canine\r\n  Intact\r\n",['histiocytic sarcoma'],,,,,,,['pulmonary masses']
SL23-000577,presented for abdominal distention on 6/26/23 and was diagnosed with hemangiosarcoma. Is on Yunnan Baiyao. Had an oncology consult and started doxorubicin 7/12/23.  Looking for treatment options moving forward.\r\n  Hemangiosarcoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered\r\n,['hemangiosarcoma'],['doxorubicin'],,,,,,
SL23-000578,"- Glioma(+Cervical spine tumor) - 05/28/23 Kyphosis sign 05/30/23 forelimb/hindlimb hemiparesis 06/04/23 Intradural/extramedullary spinal tumor detection by MRI 06/06/23 Surgical removal, followed by PDS 1mg/kg sid(1day)-PDS 0.5mg/kg sid(1day)-cut 06/19/23 Better walking and nerve response observed - Chemotherapy is planned based on the results of the SearchLight DNA test\r\n  -Glioma(+Cervical spine tumor)\r\n  Female\r\n  Maltese\r\n  Canine\r\n  Intact\r\n",,"['PDS', 'Chemotherapy']",,"['1mg/kg', '0.5mg/kg']",,,,['hemiparesis']
SL23-000579,"History of STS, recent regrowth and pulmonary nodule on radiographs\r\n  Soft tissue sarcoma, grade II, MIgreater than40, marginal excision\r\n  Female\r\n  Goldendoodle\r\n  Canine\r\n  Spayed\r\n","['STS', 'Soft tissue sarcoma']",,,,,,,"['pulmonary nodule', 'grade II']"
SL23-000580,On no chemo at this time.\r\n  Carcinoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered\r\n,,['chemo'],,,,,,
SL23-000584,"History of high grade mast cell tumor, treated with surgery and single agent vinblastine protocol. Completed chemotherapy, no evidence of metastatic disease or local recurrence.\r\n  MCT\r\n  Female\r\n  Boston Terrier\r\n  Canine\r\n  Spayed","['mast cell tumor', 'metastatic disease']","['vinblastine', 'chemotherapy']",,,,,,
SL23-000585,Large abdominal mass removed and diagnosed as sarcoma.  Relapsed while on chemotherapy with doxorubicin and Cytoxan.  Getting removed again and would like genomic analysis.\r\n  Undifferentiated sarcoma.\r\n  Female\r\n  Maltese\r\n  Canine\r\n  Spayed,['sarcoma'],"['chemotherapy', 'doxorubicin', 'Cytoxan']",,,,,,
SL23-000586,Metastatic AGASACA - previously treated with palladia and imatinib\r\n  Metastatic AGASACA\r\n  Male\r\n  Golden Retriever\r\n  Canine\r\n  Neutered\r\n,['Metastatic AGASACA'],['palladia'],,,,,,
SL23-000588,Presented for large AGASACA found on right side of anus with metastasis to right medial iliac lymph nodes . Initially treated with palladia but transitioned to carboplatin due to intolerance. Patient had Right medial iliac lymph node extirpation performed 4/25/23 and has been receiving mitoxantrone post surgery.\r\n  Apocrine gland anal sac adenocarcinoma\r\n  Female\r\n  Lab Mix\r\n  Canine\r\n  Spayed\r\n,['AGASACA'],"['palladia', 'carboplatin', 'mitoxantrone']",,,,,,"['metastasis', 'intolerance']"
SL23-000594,Please see attached history.\r\n  LYMPHOMA\r\n  Male\r\n  Goldendoodle\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000584,"History of high grade mast cell tumor, treated with surgery and single agent vinblastine protocol. Completed chemotherapy, no evidence of metastatic disease or local recurrence.\r\n  MCT\r\n  Female\r\n  Boston Terrier\r\n  Canine\r\n  Spayed","['mast cell tumor', 'metastatic disease']","['vinblastine', 'chemotherapy']",,,,,,
SL23-000585,Large abdominal mass removed and diagnosed as sarcoma.  Relapsed while on chemotherapy with doxorubicin and Cytoxan.  Getting removed again and would like genomic analysis.\r\n  Undifferentiated sarcoma.\r\n  Female\r\n  Maltese\r\n  Canine\r\n  Spayed,['sarcoma'],"['chemotherapy', 'doxorubicin', 'Cytoxan']",,,,,,
SL23-000586,Metastatic AGASACA - previously treated with palladia and imatinib\r\n  Metastatic AGASACA\r\n  Male\r\n  Golden Retriever\r\n  Canine\r\n  Neutered\r\n,['Metastatic AGASACA'],['palladia'],,,,,,
SL23-000588,Presented for large AGASACA found on right side of anus with metastasis to right medial iliac lymph nodes . Initially treated with palladia but transitioned to carboplatin due to intolerance. Patient had Right medial iliac lymph node extirpation performed 4/25/23 and has been receiving mitoxantrone post surgery.\r\n  Apocrine gland anal sac adenocarcinoma\r\n  Female\r\n  Lab Mix\r\n  Canine\r\n  Spayed\r\n,['AGASACA'],"['palladia', 'carboplatin', 'mitoxantrone']",,,,,,"['metastasis', 'intolerance']"
SL23-000594,Please see attached history.\r\n  LYMPHOMA\r\n  Male\r\n  Goldendoodle\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000595,Splenic masses with hemoabdomen and pulmonary nodules noted 5/8/23. Splenectomy performed 7/21/23. History of cutaneous mast cell tumors.\r\n  Hemangiosarcoma\r\n  Female\r\n  Pitbull\r\n  Canine\r\n  Spayed,,,,,,,,"['Splenic masses', 'pulmonary nodules']"
SL23-000596,Retroperitoneal sarcoma with multiple metastatic intra abdominal lymph nodes. The retroperitoneal mass is large enough that it can be palpated externally. This is the site that was sampled.\r\n  SOFT TISSUE SARCOMA\r\n  Male\r\n  Maltese\r\n  Canine\r\n  Intact\r\n,['Retroperitoneal sarcoma'],,,,,,,
SL23-000600,"A firm 10.0 cm mass with edema around it was excised completely to include the nipple. A mass had been aspirated as fat but this tumor grew rapidly and had a fluid pocket. Cytology by Dr. McSherry did not suggest round cell or mast cell. An inflammatory breast cancer is the clinical suspicion. -\r\n  MAMMARY: GRADE 3 MIXED MAMMARY CARCINOMA, with necrosis and inflammation and now with local metastasis or regrowth tumor.\r\n  Female\r\n  English Springer Spaniel\r\n  Canine\r\n  Spayed","['tumor', 'breast cancer']",,,,,,"['MAMMARY', 'MAMMARY']","['edema', 'fluid pocket', 'inflammatory', 'necrosis', 'inflammation', 'local metastasis']"
SL23-000605,History of mediastinal lymphoma with lymphatic involvement.\r\n  Lymphoma - relapsed following doxorubicin (second cycle of CHOP)\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered\r\n,"['mediastinal lymphoma', 'Lymphoma']",['doxorubicin'],,,,,,
SL23-000606,Currently receiving palladia (recently started)\r\n  NEOPLASIA- SUSPICIOUS FOR ENDOCRINE/NEUROENDOCRINE NEOPLASIA - L lateral abdominal mass  Multifocal hepatic nodules and masses ((largest 7-8 cm) Large lobulated mass along left lateral abdomen HX intestinal spindle cell tumor and liver mass (not bx'd) 1/23\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,"['spindle cell tumor', 'liver mass']","['palladia', 'ENDOCRINE', 'NEOPLASIA']",,,,,,['hepatic nodules']
SL23-000607,"Multiple high grade mast cell tumors  1-3-23: left forelimb, MI 11, excised; 6-9-23: left carpus, MI 8-9, excised; 6-21-23: FNA confirmed, left shoulder.\r\n  High grade MCT\r\n  Male\r\n  Newfoundland\r\n  Canine\r\n  Intact","['mast cell tumors', 'MI 8-9']",,,,,,,"['MI 11', 'Intact']"
SL23-000608,"Thyroid follicular carcinoma with vascular invasion, completely excised - diagnosed April 2023. Normal thyroid function. No metastatic disease on full body CT/ultrasound/rads as of 4/19/23.Lymphocytosis - resolved 4/19/23 (while on steroid for cervical disease), inflammatory vs. other\r\n  Thyroid follicular carcinoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",['Thyroid follicular carcinoma'],['steroid'],,,,,,"['vascular invasion', 'thyroid function', 'metastatic disease']"
SL23-000609,see history attached\r\n  Metastatic oral melanoma\r\n  Female\r\n  Labrador Retriever\r\n  Canine\r\n  Spayed,,,,,,,,
